"plot","forest","aoi","loc","lat","long","utm_n","utm_e","elev","treated","live_cc","dead_cc","shrub_c","litter","woody_debris","ba_live","dbh_mn_live","dbh_max_live","class_live1","class_live2","class_live3","class_live4","class_live5","class_live6","class_live7","tpha_live","ba_dead","dbh_mn_dead","dbh_max_dead","class_dead1","class_dead2","class_dead3","class_dead4","class_dead5","class_dead6","class_dead7","tpha_dead"
"1676522","Stanislaus","Stanislaus - Groveland","Long Shanahan",37.815988,-120.1606865,4189197.515,749931.363,3120.337068,"No",20,8,12,97.5,1,24.71,23,82,221,60,0,20,20,0,0,321,23.3,23,71,241,60,40,20,0,0,0,361
"1676582","Stanislaus","Stanislaus - Groveland","Long Shanahan",37.81852674,-120.1614297,4189477.282,749857.366,3056.482484,"No",15,0,0.5,97.5,1,24.95,16,76,662,140,0,20,0,0,0,822,18.06,13,60,902,40,0,20,0,0,0,962
"1760101","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod",38.22000746,-120.3910118,4233444.184,728394.863,3503.417354,"Yes",11,9,50,97.5,0.5,29.33,38,90,60,60,0,0,40,0,0,160,22.49,84,91,0,0,0,20,20,0,0,40
"17601032","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod controls",38.22007074,-120.3943843,4233442.888,728099.38,3309.275605,"No",12,25,20,97,2,50.49,26,47,200,561,60,0,0,0,0,821,71.49,27,106,421,20,0,60,40,20,0,561
"1760106","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod",38.22045055,-120.389207,4233497.816,728551.494,3638.397798,"Yes",18,25,40,95.5,0.5,9.96,21,36,120,100,0,0,0,0,0,220,37.89,62,98,20,0,20,20,40,0,0,100
"17601072","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod controls",38.22955226,-120.3962434,4234490.598,727906.995,3403.75533,"No",19,0,8,97.5,0.5,40.31,24,74,381,140,0,60,0,0,0,581,1.49,13,23,80,20,0,0,0,0,0,100
"17601092","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod controls",38.22957875,-120.3940179,4234499.023,728101.74,3637.024577,"No",23,0,63,97.5,0.5,44.76,36,72,40,200,40,60,0,0,0,340,0.95,24,24,0,20,0,0,0,0,0,20
"17601112","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod controls",38.22949637,-120.3929265,4234492.572,728197.546,3773.249651,"No",NA,NA,NA,NA,NA,73.6,36,68,160,200,180,60,0,0,0,600,2.47,19,27,60,20,0,0,0,0,0,80
"17601132","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod controls",38.2299297,-120.3940202,4234537.968,728100.449,3630.093763,"No",10,4,80,98,1,20.44,39,70,20,40,60,20,0,0,0,140,3.7,48,48,0,0,20,0,0,0,0,20
"17601142","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod controls",38.22994005,-120.3934763,4234540.458,728148.032,3693.316096,"No",20,0,25,99,0.5,58.19,28,72,321,140,100,60,0,0,0,621,3.37,25,38,20,40,0,0,0,0,0,60
"1760116","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod",38.22128138,-120.3880941,4233592.774,728646.33,3712.340281,"Yes",5,5,85,95,0.5,22.82,34,90,40,100,20,0,20,0,0,180,13.16,56,88,0,20,0,0,20,0,0,40
"1760118","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod",38.22126816,-120.3869258,4233594.195,728748.665,3725.586666,"Yes",3,0,95,98,0.5,13.1,25,62,100,0,40,20,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0
"1760606","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod",38.20467354,-120.390378,4231743.939,728498.332,3829.82766,"Yes",10,0,93,98,0.5,12.58,32,47,0,100,40,0,0,0,0,140,1.45,30,30,0,20,0,0,0,0,0,20
"17606082","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod controls",38.2133899,-120.3958215,4232697.884,727994.405,3452.499259,"No",8,0,30,98.5,0.5,49.1,39,82,60,120,80,40,20,0,0,320,3.06,44,44,0,0,20,0,0,0,0,20
"17606102","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod controls",38.21426155,-120.3935471,4232800.229,728190.837,3548.845131,"No",30,0,15,97,2,28.65,28,77,160,40,80,20,0,0,0,300,0.8,16,19,40,0,0,0,0,0,0,40
"1760611","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod",38.20512117,-120.389815,4231795.008,728546.241,3819.204024,"Yes",12,0,95,98.5,0.5,30.57,43,73,40,40,20,60,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0
"1760613","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod",38.20554702,-120.3903327,4231840.992,728499.567,3845.65428,"Yes",11,5,70,98.5,0.5,31.88,56,103,20,20,0,40,0,20,0,100,16.22,50,59,0,20,60,0,0,0,0,80
"1760622","Stanislaus","Stanislaus - Calaveras","Omanuel Multiprod",38.20644731,-120.3880865,4231946.457,728693.46,3846.481782,"Yes",8,8,40,97.5,1,36.33,60,128,40,0,0,20,0,0,20,80,20.72,51,79,20,20,0,40,0,0,0,80
"241000","Yosemite","Yosemite","Studhorse North",37.53304453,-119.6273392,4157251.377,267850.512,4553.626685,"Yes",1,12,96,97.5,1,3.46,20,32,60,40,0,0,0,0,0,100,37.17,33,96,120,60,0,40,20,0,0,240
"242000","Yosemite","Yosemite","Studhorse North",37.53304911,-119.6279225,4157253.327,267798.977,4565.89799,"Yes",2,10,95,98,0.5,12.1,28,57,60,40,40,0,0,0,0,140,41.52,55,107,40,20,20,0,20,20,0,120
"243000","Yosemite","Yosemite","Studhorse North",37.53389365,-119.6279257,4157347.057,267801.309,4518.445103,"Yes",70,30,85,67.4,10,29.72,19,98,441,160,0,0,20,0,0,621,49.43,26,169,200,40,0,0,0,0,20,260
"245000","Yosemite","Yosemite","Studhorse North",37.5347658,-119.6279475,4157443.896,267802.094,4473.563127,"Yes",15,0,65,95.5,3,41.68,50,106,40,20,40,40,0,20,0,160,7.41,20,42,120,40,20,0,0,0,0,180
"247000","Yosemite","Yosemite","Studhorse North",37.53339178,-119.6307545,4157298.356,267549.762,4569.51097,"Yes",10,0,65,91,7,29.68,67,83,0,0,20,40,20,0,0,80,33.36,43,102,20,60,60,0,0,20,0,160
"248000","Yosemite","Yosemite","Studhorse North",37.53383575,-119.6307824,4157347.694,267548.668,4557.379229,"Yes",10,13,35,95.5,3,17.42,51,72,0,0,60,20,0,0,0,80,50.56,44,109,60,60,40,0,0,40,0,200
"249000","Yosemite","Yosemite","Studhorse North",37.53429568,-119.6307768,4157398.721,267550.593,4531.039007,"Yes",0,18,90,83.5,15,0,0,0,0,0,0,0,0,0,0,0,84.85,70,152,0,40,40,40,0,0,40,160
"301000","Yosemite","Yosemite","Studhorse North",37.53614368,-119.6274916,4157595.678,267846.659,4403.529212,"No",8,6,15,94.5,4,46.54,15,92,1343,180,0,20,20,0,0,1563,18.6,17,102,261,0,0,0,0,20,0,281
"302000","Yosemite","Yosemite","Studhorse North",37.53528152,-119.6273867,4157499.741,267853.253,4440.585065,"No",4,0,17,68.5,30,31.42,19,55,541,301,40,0,0,0,0,882,4.01,15,24,140,60,0,0,0,0,0,200
"304000","Yosemite","Yosemite","Studhorse North",37.53578808,-119.6263461,4157553.386,267946.779,4419.359413,"No",4,8,27,98,0.5,54.78,26,83,401,120,60,40,20,0,0,641,76.94,39,124,180,40,0,40,20,20,20,320
"305000","Yosemite","Yosemite","Studhorse North",37.53615352,-119.6252145,4157591.146,268047.92,4404.764167,"No",12,10,0.5,74,25,44.03,26,70,301,140,120,20,0,0,0,581,50.9,32,81,180,140,40,40,20,0,0,420
"307000","Yosemite","Yosemite","Studhorse North",37.53529442,-119.624078,4157493.004,268145.686,4484.455385,"No",15,0,20,90,9,59.42,20,85,682,301,40,40,20,0,0,1083,4.39,24,50,40,0,20,0,0,0,0,60
"308000","Yosemite","Yosemite","Studhorse North",37.53534266,-119.6234875,4157496.9,268198.023,4475.73756,"No",5,6,0.5,83.5,15,35.64,19,72,601,180,40,20,0,0,0,841,46.81,22,124,361,20,0,0,0,20,20,421
"311000","Yosemite","Yosemite","Studhorse North",37.53221119,-119.62448,4157151.839,268100.604,4662.917134,"No",12,0,20,68.5,30,47.62,15,138,1002,120,0,0,0,0,20,1142,10.72,19,45,200,80,20,0,0,0,0,300
"312000","Yosemite","Yosemite","Studhorse North",37.53227966,-119.621061,4157151.005,268402.978,4691.919302,"No",1,15,75,94,5,3.02,12,16,241,0,0,0,0,0,0,241,57.23,34,86,140,160,80,40,20,0,0,440
"362002","Eldorado","Eldorado - Placerville","Lincoln",38.65839137,-120.4595378,4281931.478,721053.006,5079.803316,"Yes",15,0,25,97,1,56.59,31,91,241,100,60,0,60,0,0,461,1.93,15,24,80,20,0,0,0,0,0,100
"3620022","Eldorado","Eldorado - Placerville","Lincoln",38.65501308,-120.4636579,4281546.597,720704.83,4975.958709,"No",30,4,10,98,0.5,82.23,46,111,80,80,100,0,60,20,0,340,20.41,43,107,20,40,0,0,0,20,0,80
"3620032","Eldorado","Eldorado - Placerville","Lincoln",38.65499546,-120.4630893,4281546.01,720754.367,4979.662581,"No",10,0,20,97,1,48.9,25,133,261,100,80,0,0,0,20,461,6.18,30,41,20,40,20,0,0,0,0,80
"3620042","Eldorado","Eldorado - Placerville","Lincoln",38.65506674,-120.4625625,4281555.19,720799.99,4985.813296,"No",15,0,35,97.5,1,103.91,32,133,341,180,60,60,0,0,40,681,1.32,13,23,60,20,0,0,0,0,0,80
"3620062","Eldorado","Eldorado - Placerville","Lincoln",38.65507201,-120.4613362,4281558.73,720906.702,4991.106189,"No",23,3,4,92.5,6,52.54,38,123,80,100,80,20,0,0,20,300,14.7,31,69,80,20,20,20,0,0,0,140
"3620072","Eldorado","Eldorado - Placerville","Lincoln",38.65503782,-120.4607926,4281556.246,720954.117,5004.497008,"No",25,0,0,98,0.5,104.22,57,107,0,80,120,40,80,20,0,340,14.57,20,66,221,80,0,20,0,0,0,321
"362012","Eldorado","Eldorado - Placerville","Lincoln",38.65969004,-120.4594487,4282075.83,721056.761,5072.899731,"Yes",8,0,18,97.5,0.5,56.2,36,80,120,80,160,40,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0
"362014","Eldorado","Eldorado - Placerville","Lincoln",38.65774937,-120.470402,4281834.075,720109.509,5039.244858,"Yes",20,0,2,98,1,23.7,54,67,0,0,80,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"362015","Eldorado","Eldorado - Placerville","Lincoln",38.65816932,-120.4704502,4281880.569,720104.025,5046.527961,"Yes",18,0,10,98,0.5,84.25,66,104,0,60,40,0,60,40,0,200,4.33,34,49,20,0,20,0,0,0,0,40
"3620252","Eldorado","Eldorado - Placerville","Lincoln",38.65637287,-120.4644143,4281695.696,720634.823,5035.980048,"No",5,22,2,99,0.5,12.42,18,50,281,40,40,0,0,0,0,361,55.06,46,84,80,40,0,40,60,0,0,220
"362026","Eldorado","Eldorado - Placerville","Lincoln",38.65905906,-120.4698234,4281980.825,720155.85,5051.2,"Yes",5,0,20,98.5,0.5,57.71,82,132,0,0,20,60,0,0,20,100,7.91,30,60,40,20,20,0,0,0,0,80
"362027","Eldorado","Eldorado - Placerville","Lincoln",38.65904121,-120.4692446,4281980.235,720206.272,5051.077679,"Yes",15,4,17,98,0.5,81.82,75,116,0,40,20,20,20,60,0,160,31.62,75,105,0,20,0,0,20,20,0,60
"3620282","Eldorado","Eldorado - Placerville","Lincoln",38.65508499,-120.4602244,4281562.851,721003.425,5025.639688,"No",30,0,0.5,98.5,0.5,108.81,41,111,120,241,40,40,60,40,0,541,16.63,18,39,321,221,0,0,0,0,0,542
"3620302","Eldorado","Eldorado - Placerville","Lincoln",38.65637505,-120.4609332,4281704.324,720937.769,5038.611226,"No",15,10,0.5,98.5,1,52.72,30,108,200,160,80,20,0,20,0,480,43.12,31,94,140,120,20,20,40,0,0,340
"362034","Eldorado","Eldorado - Placerville","Lincoln",38.6594044,-120.4686413,4282021.994,720257.663,5051.2,"Yes",10,0,25,98,1,51.72,46,80,0,120,100,40,20,0,0,280,2.75,24,26,0,60,0,0,0,0,0,60
"362035","Eldorado","Eldorado - Placerville","Lincoln",38.65932563,-120.4599757,4282034.114,721012.023,5077.736031,"Yes",10,0,55,98,0.5,42.54,29,64,221,40,120,40,0,0,0,421,1.37,30,30,0,20,0,0,0,0,0,20
"402000","BLM","BLM","Lily gap phase 1",38.4205346,-120.4989051,4255438.447,718345.5,3206.22532,"Yes",3,0,80,98.5,0.5,9.94,20,42,120,100,20,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0
"4022012","Sierra","Sierra - High Sierra","Blue Canyon3C",37.03435855,-119.2233128,4100995.365,302253.669,4093.649296,"No",0.5,1,95,0.5,98.5,0.68,14,17,40,0,0,0,0,0,0,40,9.54,32,47,20,40,40,0,0,0,0,100
"4022022","Sierra","Sierra - High Sierra","Blue Canyon3C",37.03482809,-119.2233342,4101047.509,302252.986,4095.685011,"No",0.5,13,92,74,25,0.69,14,18,40,0,0,0,0,0,0,40,19.03,31,68,60,100,20,20,0,0,0,200
"4022042","Sierra","Sierra - High Sierra","Blue Canyon3C",37.03578385,-119.2233725,4101153.637,302252.058,4114.096293,"No",1,2,95,96,3,3.78,31,46,20,0,20,0,0,0,0,40,17.66,36,65,40,60,20,20,0,0,0,140
"4022052","Sierra","Sierra - High Sierra","Blue Canyon3C",37.03445104,-119.2227528,4101004.463,302303.722,4121.402246,"No",1,20,97,98,0.5,7,30,46,20,20,40,0,0,0,0,80,21.18,38,75,0,100,40,20,0,0,0,160
"4022062","Sierra","Sierra - High Sierra","Blue Canyon3C",37.03485427,-119.2227716,4101049.243,302303.098,4120.787423,"No",2,23,90,98,0.5,8.46,27,50,40,60,20,0,0,0,0,120,51.52,30,62,160,321,80,20,0,0,0,581
"4022072","Sierra","Sierra - High Sierra","Blue Canyon3C",37.03531851,-119.2228009,4101100.815,302301.693,4114.597076,"No",0.5,25,85,84,15,0.33,14,14,20,0,0,0,0,0,0,20,40.77,20,53,601,361,40,0,0,0,0,1002
"4022082","Sierra","Sierra - High Sierra","Blue Canyon3C",37.03598418,-119.2228426,4101174.762,302299.71,4138.70988,"No",1,23,75,99,0.5,4.08,24,48,40,0,20,0,0,0,0,60,39.47,38,70,0,180,100,20,0,0,0,300
"4022092","Sierra","Sierra - High Sierra","Blue Canyon3C",37.03440894,-119.2221813,4100998.603,302354.449,4119.797305,"No",8,1,95,98,0.5,5.91,36,60,20,0,0,20,0,0,0,40,6.37,36,44,0,40,20,0,0,0,0,60
"404000","BLM","BLM","Lily gap phase 1",38.42098507,-120.4988068,4255488.676,718352.73,3240.52538,"Yes",5,3,99,98,1,12.32,25,72,100,40,0,20,0,0,0,160,10.54,82,82,0,0,0,0,20,0,0,20
"405201","Sierra","Sierra - High Sierra","Barnes Mountain",37.03402434,-119.2413305,4100995.912,300650.036,3510.504135,"Yes",5,3,98,98.5,0.5,5.13,57,57,0,0,20,0,0,0,0,20,3.2,45,45,0,0,20,0,0,0,0,20
"405202","Sierra","Sierra - High Sierra","Barnes Mountain",37.03363615,-119.2412787,4100952.731,300653.63,3536.204159,"Yes",30,2,98,98,0.5,18.85,43,55,0,40,80,0,0,0,0,120,5.72,31,45,20,20,20,0,0,0,0,60
"405204","Sierra","Sierra - High Sierra","Barnes Mountain",37.03270601,-119.2413245,4100849.621,300647.123,3582.851435,"Yes",5,12,65,88.5,5,5.89,27,49,20,40,20,0,0,0,0,80,11.75,31,63,40,40,20,20,0,0,0,120
"405205","Sierra","Sierra - High Sierra","Barnes Mountain",37.03406022,-119.2418915,4101001.07,300600.225,3508.469278,"Yes",0,30,98,98.5,1,0,0,0,0,0,0,0,0,0,0,0,65.12,37,83,60,241,160,20,20,0,0,501
"405206","Sierra","Sierra - High Sierra","Barnes Mountain",37.03361638,-119.2418371,4100951.708,300603.903,3543.317067,"Yes",60,0,15,97,1,23.82,24,85,221,20,40,0,20,0,0,301,20.39,16,32,642,241,0,0,0,0,0,883
"405207","Sierra","Sierra - High Sierra","Barnes Mountain",37.03316728,-119.2418735,4100901.954,300599.492,3593.461425,"Yes",20,15,98,99,0.5,6.07,35,42,0,40,20,0,0,0,0,60,23.57,36,68,0,140,40,20,0,0,0,200
"405208","Sierra","Sierra - High Sierra","Barnes Mountain",37.03271111,-119.2418444,4100851.277,300600.885,3618.608865,"Yes",7,20,100,98,1,7.84,26,67,60,0,0,20,0,0,0,80,15.3,27,54,100,40,60,0,0,0,0,200
"405210","Sierra","Sierra - High Sierra","Barnes Mountain",37.03361822,-119.2402044,4100948.489,300749.146,3501.213642,"Yes",15,3,97,98,0.5,5.57,60,60,0,0,20,0,0,0,0,20,6.64,28,37,20,80,0,0,0,0,0,100
"410000","BLM","BLM","Lily gap phase 1",38.42145022,-120.498368,4255541.34,718389.6353,3281.254539,"Yes",10,0,30,83.5,15,16.65,43,73,20,20,40,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"411000","BLM","BLM","Lily gap phase 1",38.42142194,-120.4977661,4255539.629,718442.278,3283.548184,"Yes",5,0,25,90.5,8,22.2,21,75,301,60,20,20,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0
"414000","BLM","BLM","Lily gap phase 1",38.42185092,-120.5018402,4255577.586,718085.267,3139.610256,"Yes",6,7,15,98.5,1,5.44,27,43,20,40,20,0,0,0,0,80,20.11,56,67,0,0,40,40,0,0,0,80
"432000","BLM","BLM","Lily gap phase 1",38.41801862,-120.4960429,4255166,718603,3190.803818,"Yes",12,0,7,97.5,1,25.27,25,103,140,120,0,0,0,20,0,280,0,0,0,0,0,0,0,0,0,0,0
"435000","BLM","BLM","Lily gap phase 1",38.41863601,-120.4960186,4255234.579,718603.26,3173.598086,"Yes",8,0,10,96,3,51.55,48,96,20,60,60,60,20,0,0,220,0.1,8,8,20,0,0,0,0,0,0,20
"439000","BLM","BLM","Lily gap phase 1",38.41915958,-120.4954652,4255294,718650,3203.618473,"No",8,0,35,98.5,0.5,31.6,53,110,20,20,20,20,0,20,0,100,0.12,9,9,20,0,0,0,0,0,0,20
"561000","BLM","BLM","Lily gap phase 2",38.4374321,-120.4856147,4257345.395,719454.739,3767.702847,"No",7,0,55,95,3,44.24,21,57,662,301,40,0,0,0,0,1003,13.36,17,78,241,20,0,20,0,0,0,281
"562000","BLM","BLM","Lily gap phase 2",38.43778439,-120.4852509,4257385.36,719485.426,3768.157981,"No",15,0,20,97.5,0.5,53.7,22,66,561,381,60,20,0,0,0,1022,2.28,18,27,40,40,0,0,0,0,0,80
"564000","BLM","BLM","Lily gap phase 2",38.43809884,-120.4886648,4257412.129,719186.475,3715.570511,"No",10,0,70,98.5,1,41.46,22,60,541,261,60,20,0,0,0,882,13.55,17,36,301,160,0,0,0,0,0,461
"570000","BLM","BLM","Lily gap phase 2",38.43858665,-120.4875862,4257468.836,719279.1444,3737.276073,"No",20,0,95,98.5,0.5,63.24,37,84,80,180,160,20,20,0,0,460,6.59,26,47,40,40,20,0,0,0,0,100
"632000","BLM","BLM","Bummerville",38.40710372,-120.502001,4253940.5,718115.598,2990.573802,"No",5,3,13,97.5,0.5,8.65,16,37,261,100,0,0,0,0,0,361,43,34,78,100,140,120,20,0,0,0,380
"634000","BLM","BLM","Bummerville",38.40754838,-120.5020213,4253989.802,718112.4886,3002.586215,"No",3,7,3,98.5,0.5,9.59,13,60,361,20,0,20,0,0,0,401,41.51,54,89,0,60,60,20,20,0,0,160
"636000","BLM","BLM","Bummerville",38.40844299,-120.5020235,4254089.084,718109.6,3036.333491,"No",18,0,65,97.5,0.5,56.65,37,82,140,60,100,60,20,0,0,380,1.82,22,31,20,20,0,0,0,0,0,40
"637000","BLM","BLM","Bummerville",38.40889774,-120.5020304,4254139.538,718107.6345,3054.755415,"No",12,0,70,95.5,3,32.89,33,95,140,20,20,20,20,0,0,220,0,0,0,0,0,0,0,0,0,0,0
